SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_LONG_NAME_THIS_ENROL,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_PHYSICAL_ADDRESS,SCHOOL_CITY,SCHOOL_PROVINCE,SCHOOL_POSTAL_CODE,SCHOOL_PHONE_NUMBER,SCHOOL_FAX_NUMBER,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,ORGANIZATION_EDUCATION_LEVEL,GRADE_STRING,HAS_ELEMENTARY_GRADES_FLAG,HAS_SECONDARY_GRADES_FLAG
2013/2014,BC Public School,40,New Westminster,4040002,Herbert Spencer Elementary,Standard,"605 SECOND ST, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3L5R9,604 517-6030,604 517-6031,49.21688,-122.9145,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,40,New Westminster,4040003,Richard McBride Elementary,Standard,"331 RICHMOND ST, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3L4B7,604 517-6090,604 517-6091,49.22687,-122.89866,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,40,New Westminster,4040004,Lord Tweedsmuir Elementary,Standard,"1714 EIGHTH AVE, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3M2S7,604 517-6070,604 517-6071,49.20595,-122.94251,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,40,New Westminster,4040007,John Robson Elementary,Standard,"120 EIGHTH ST, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3M3P7,604 517-6050,604 517-6051,49.204,-122.91506,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,40,New Westminster,4040008,New Westminster Secondary,Standard,"835 EIGHTH ST, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3M3S9,604 517-6220,604 517-6204,49.21488,-122.92871,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,40,New Westminster,4040009,F W Howay Elementary,Standard,"91 COURTNEY CRES, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3L4M1,604 517-6020,604 517-6021,49.22526,-122.91001,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,40,New Westminster,4040010,Connaught Heights Elementary,Standard,"2201 LONDON ST, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3M3G1,604 517-6010,604 517-6011,49.20273,-122.95455,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,40,New Westminster,4040011,Hume Park School,Standard,"521 FADER ST, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3L3T4,604 517-5980,604 517-5991,49.23273,-122.89015,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,40,New Westminster,4040012,Queen Elizabeth Elementary,Standard,"921 SALTER ST, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3M6G8,604 517-6080,604 517-6081,49.18433,-122.9432,ELEMENTARY,K-4,TRUE,FALSE
2013/2014,BC Public School,40,New Westminster,4040013,Ecole Glenbrook Middle School,Standard,"701 PARK CRES, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3L5V4,604 517-5940,604 517-5941,49.22015,-122.91148,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,40,New Westminster,4040014,Queensborough Middle School,Standard,"833 SALTER ST, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3M6G8,604 517-6040,604 517-6041,49.18537,-122.94067,MIDDLE SCHOOL,08-May,TRUE,TRUE
2013/2014,BC Public School,40,New Westminster,4099110,Royal City Alternate Program,Alternate,"629 AGNES ST, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3M5Y4,604 517-6194,604 517-6197,49.20414,-122.91131,JUNIOR SECONDARY,10-Aug,FALSE,TRUE
2013/2014,BC Public School,40,New Westminster,4099124,Sigma,Alternate,"835 EIGHTH ST, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3M3S9,604 517-6292,604 517-6204,49.21488,-122.92871,SECONDARY,12-Oct,FALSE,TRUE
2013/2014,BC Public School,40,New Westminster,4099126,Power Program,Alternate,"1001 COLUMBIA ST, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3M1C4,604 517-6141,604 517-6169,49.20018,-122.91544,SECONDARY,12-Oct,FALSE,TRUE
2013/2014,BC Public School,40,New Westminster,4099136,Home Learners Program,District Distance Ed,"314 SIXTH ST, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3L3A6,604 312-7800,604 516-0861,49.20927,-122.9155,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2013/2014,BC Public School,40,New Westminster,4099185,AccessNewWest,District Distance Ed,"1001W COLUMBIA ST, NEW WESTMINSTER, BC",NEW WESTMINSTER,BC,V3M1C4,604 312-7800,604 517-6169,49.20018,-122.91544,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,40,New Westminster,4099223,Island Discovery Learning Community,District Distance Ed,"889 COWAN POINT DR, BOWEN ISLAND, BC",BOWEN ISLAND,BC,V0N1G2,604 947-0700,604 947-0700,49.34155,-123.36564,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2013/2014,BC Public School,41,Burnaby,4141000,Burnaby Continuing Education,Continuing Ed,"5325 KINCAID ST, BURNABY, BC",BURNABY,BC,V5G1W2,604 296-6901,604 296-6913,49.24845,-122.98707,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4141001,Burnaby Central Secondary,Standard,"6011 DEER LAKE PARKWAY, BURNABY, BC",BURNABY,BC,V5G0A9,604 296-6850,604 296-6851,49.2409,-122.97616,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4141002,Burnaby North Secondary,Standard,"751 HAMMARSKJOLD DR, BURNABY, BC",BURNABY,BC,V5B4A1,604 664-8550,604 664-8559,49.27861,-122.97123,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4141005,Alpha Secondary,Standard,"4600 PARKER ST, BURNABY, BC",BURNABY,BC,V5C3E2,604 664-8535,604 664-8541,49.27554,-123.00032,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4141007,Cariboo Hill Secondary,Standard,"8580 16TH AVE, BURNABY, BC",BURNABY,BC,V3N1S6,604 664-8568,604 664-8320,49.23289,-122.91599,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4141008,Edmonds Community,Standard,"7651 18TH AVE, BURNABY, BC",BURNABY,BC,V3N1J1,604 664-8683,604 664-8319,49.22226,-122.94031,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141011,Moscrop Secondary,Standard,"4433 MOSCROP ST, BURNABY, BC",BURNABY,BC,V5G2G3,604 664-8575,604 664-8581,49.24302,-123.00446,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4141015,Armstrong Elementary,Standard,"8757 ARMSTRONG AVE, BURNABY, BC",BURNABY,BC,V3N2H8,604 664-8587,604 664-8756,49.23392,-122.90744,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141016,Aubrey Elementary,Standard,"1075 STRATFORD AVE, BURNABY, BC",BURNABY,BC,V5B3X9,604 664-8595,604 664-8781,49.27454,-122.97703,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141017,Brantford Elementary,Standard,"6512 BRANTFORD AVE, BURNABY, BC",BURNABY,BC,V5E2S1,604 664-8603,Null,49.2249,-122.96773,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141018,Brentwood Park Elementary,Standard,"1455 DELTA AVE, BURNABY, BC",BURNABY,BC,V5B3G4,604 664-8608,604 664-8717,49.27142,-122.99221,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141019,Buckingham Elementary,Standard,"6066 BUCKINGHAM AVE, BURNABY, BC",BURNABY,BC,V5E2A4,604 664-8616,604 664-8793,49.23299,-122.95592,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141020,Cameron Elementary,Standard,"9540 ERICKSON DR, BURNABY, BC",BURNABY,BC,V3J1M9,604 664-8622,604 664-8726,49.25228,-122.90067,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141021,Capitol Hill Elementary,Standard,"350S HOLDOM AVE, BURNABY, BC",BURNABY,BC,V5B3V1,604 664-8637,604 664-8718,49.28087,-122.98089,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141022,Cascade Heights Elementary,Standard,"4343 SMITH AVE, BURNABY, BC",BURNABY,BC,V5G2V5,604 664-8645,604 664-8830,49.24573,-123.01984,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141023,Chaffey-Burke Elementary,Standard,"4404 SARDIS ST, BURNABY, BC",BURNABY,BC,V5H1K7,604 664-8652,604 664-8742,49.23415,-123.00618,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141024,Clinton Elementary,Standard,"5858 CLINTON ST, BURNABY, BC",BURNABY,BC,V5J2M3,604 664-8660,604 664-8757,49.21294,-122.97819,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141025,Confederation Park Elementary,Standard,"4715 PANDORA ST, BURNABY, BC",BURNABY,BC,V5C2C2,604 664-8669,604 664-8668,49.28278,-122.99644,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141026,Douglas Road Elementary,Standard,"4861 CANADA WAY, BURNABY, BC",BURNABY,BC,V5G1L7,604 664-8676,604 664-8765,49.2489,-122.98065,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141029,Gilmore Community Elementary,Standard,"50 S GILMORE AVE, BURNABY, BC",BURNABY,BC,V5C4P5,604 664-8703,604 664-8772,49.28423,-123.01409,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141030,Gilpin Elementary,Standard,"5490 EGLINTON ST, BURNABY, BC",BURNABY,BC,V5G2B2,604 664-8712,604 664-8832,49.24382,-122.98457,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141031,Glenwood Elementary,Standard,"5787 MARINE DR, BURNABY, BC",BURNABY,BC,V5J3H1,604 664-8800,604 664-8844,49.20594,-122.97978,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141032,Ecole Inman Elementary,Standard,"3963 BRANDON ST, BURNABY, BC",BURNABY,BC,V5G2P6,604 664-8719,604 664-8773,49.23879,-123.01657,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141033,Kitchener Elementary,Standard,"1351S GILMORE AVE, BURNABY, BC",BURNABY,BC,V5C4S8,604 664-8727,604 664-8782,49.27251,-123.01431,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141034,Lakeview Elementary,Standard,"7777 MAYFIELD ST, BURNABY, BC",BURNABY,BC,V5E2J5,604 664-8735,604 664-8725,49.22964,-122.94514,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141035,Lochdale Community,Standard,"6990 AUBREY ST, BURNABY, BC",BURNABY,BC,V5B2E5,604 664-8743,604 664-8325,49.27336,-122.95919,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141036,Lyndhurst Elementary,Standard,"9847 LYNDHURST ST, BURNABY, BC",BURNABY,BC,V3J1E9,604 664-8751,604 664-8790,49.25888,-122.89564,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141037,Marlborough Elementary,Standard,"6060 MARLBOROUGH AVE, BURNABY, BC",BURNABY,BC,V5H3L7,604 664-8758,604 664-8564,49.22978,-122.99147,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141038,Maywood Community School,Standard,"4567 IMPERIAL ST, BURNABY, BC",BURNABY,BC,V5J1B7,604 664-8344,604 664-8252,49.222,-123.00026,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141039,Morley Elementary,Standard,"7355 MORLEY ST, BURNABY, BC",BURNABY,BC,V5E2K1,604 664-8774,604 664-8582,49.22596,-122.95743,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141040,Nelson Elementary,Standard,"4850 IRMIN ST, BURNABY, BC",BURNABY,BC,V5J1Y2,604 664-8784,604 664-8834,49.21574,-122.99487,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141041,Parkcrest Elementary,Standard,"6055 HALIFAX ST, BURNABY, BC",BURNABY,BC,V5B2P4,604 664-8794,604 664-8792,49.26801,-122.97629,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141044,Rosser Elementary,Standard,"4375 PANDORA ST, BURNABY, BC",BURNABY,BC,V5C2B6,604 664-8801,604 664-8783,49.28287,-123.00654,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141046,Ecole Seaforth Elementary,Standard,"7881 GOVERNMENT RD, BURNABY, BC",BURNABY,BC,V5A2C9,604 664-8808,604 664-8812,49.25092,-122.93571,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141047,Second Street Community,Standard,"7502 2ND ST, BURNABY, BC",BURNABY,BC,V3N3R5,604 664-8819,604 664-8818,49.22762,-122.9281,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141048,Sperling Elementary,Standard,"2200 SPERLING AVE, BURNABY, BC",BURNABY,BC,V5B4K7,604 664-8836,604 664-8651,49.26392,-122.96458,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141049,Stride Avenue Community School,Standard,"7014 STRIDE AVE, BURNABY, BC",BURNABY,BC,V3N1T4,604 664-8854,604 664-8831,49.21144,-122.95508,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141050,Suncrest Elementary,Standard,"3883 RUMBLE ST, BURNABY, BC",BURNABY,BC,V5J1Z5,604 664-8862,604 664-8833,49.21485,-123.01844,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141052,Twelfth Avenue Elementary,Standard,"7622 12TH AVE, BURNABY, BC",BURNABY,BC,V3N2K1,604 664-8870,604 664-8828,49.21746,-122.93497,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141053,Westridge Elementary,Standard,"510 DUNCAN AVE, BURNABY, BC",BURNABY,BC,V5B4L9,604 664-8878,604 664-8835,49.27955,-122.96241,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141054,Windsor Elementary,Standard,"6166 IMPERIAL ST, BURNABY, BC",BURNABY,BC,V5J1G5,604 664-8886,604 664-8817,49.22201,-122.97381,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141056,Montecito Elementary,Standard,"2176 DUTHIE AVE, BURNABY, BC",BURNABY,BC,V5A2S2,604 664-8766,604 664-8734,49.26431,-122.95335,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141057,Stoney Creek Elementary,Standard,"2740 BEAVERBROOK CRES, BURNABY, BC",BURNABY,BC,V3J7B6,604 664-8845,604 664-8254,49.25876,-122.90457,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141060,Forest Grove Elementary,Standard,"8525 FOREST GROVE DR, BURNABY, BC",BURNABY,BC,V5A4H5,604 664-8690,604 664-8694,49.26423,-122.91629,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141061,South Slope Elementary,Standard,"4446 WATLING ST, BURNABY, BC",BURNABY,BC,V5J5H3,604 664-8300,604 664-8308,49.21661,-123.00408,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141062,Burnaby South Secondary,Standard,"5455 RUMBLE ST, BURNABY, BC",BURNABY,BC,V5J2B7,604 664-8560,604 664-8561,49.21488,-122.98502,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4141063,Burnaby Mountain Secondary,Standard,"8800 EASTLAKE DR, BURNABY, BC",BURNABY,BC,V3J7X5,604 664-8552,604 664-8499,49.25598,-122.91005,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4141065,Taylor Park Elementary,Standard,"7590 MISSION AVE, BURNABY, BC",BURNABY,BC,V3N5C7,604 664-8226,604 717-5015,49.20694,-122.96047,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4141066,Canada Way Learning Centre,Alternate,"5310 WOODSWORTH ST, BURNABY, BC",BURNABY,BC,V5G1S4,604 664-8502,604 664-8448,49.25106,-122.98703,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4141068,Byrne Creek Secondary,Standard,"7777 18TH ST, BURNABY, BC",BURNABY,BC,V3N5E5,604 664-8299,604 522-6539,49.20888,-122.94952,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4141069,University Highlands Elementary,Standard,"9388 TOWER RD, BURNABY, BC",BURNABY,BC,V5A4X6,604 664-2030,604 664-2035,49.27825,-122.90883,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4195036,BC Provincial School for the Deaf Sec,Long Term Prp,"5455 RUMBLE ST, BURNABY, BC",BURNABY,BC,V5J2B7,604 664-8560,604 664-8561,49.21488,-122.98502,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4195066,BC Provincial School for the Deaf Elem,Long Term Prp,"4446 WATLING ST, BURNABY, BC",BURNABY,BC,V5J5H3,604 664-8364,604 664-8382,49.21661,-123.00408,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,41,Burnaby,4199035,Prov Oral Program Deaf/Hard of Hearing,Long Term Prp,"5455 RUMBLE ST, BURNABY, BC",BURNABY,BC,V5J2B7,604 664-8560,604 664-8561,49.21488,-122.98502,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4199036,Fraser Park Secondary Program (Secure),Youth Custody,"7900 FRASER PARK DR, BURNABY, BC",BURNABY,BC,V5J5H1,778 452-2082,778 452-2081,49.18582,-122.98989,SECONDARY,12-Oct,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4199038,Maples Secondary School,Long Term Prp,"3405 WILLINGDON AVE, BURNABY, BC",BURNABY,BC,V5G3H4,604 660-5830,604 660-5828,49.25312,-123.00439,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4199039,Fraser Park Secondary Program (Open),Youth Custody,"7900 FRASER PARK DR, BURNABY, BC",BURNABY,BC,V5J5H1,778 452-2082,778 452-2081,49.18582,-122.98989,SECONDARY,12-Sep,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4199145,Burnaby Online Program,District Distance Ed,"8580 16TH AVE, BURNABY, BC",BURNABY,BC,V3N1S6,604 664-2526,604 664-2527,49.23289,-122.91599,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Public School,41,Burnaby,4199193,Alpha Alternate Secondary Program,Alternate,"4600 PARKER, BURNABY, BC",BURNABY,BC,V5C3E2,604 664-8535,604 664-8541,49.27554,-123.00032,SECONDARY,12-Oct,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4199195,Burnaby Mountain Alternate Secondary Prg,Alternate,"8800 EASTLAKE DR, BURNABY, BC",BURNABY,BC,V3J7X5,604 664-8552,604 664-8499,49.25598,-122.91005,SENIOR SECONDARY,12-Nov,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4199196,Burnaby North Alternate Secondary Prg,Alternate,"751 HAMMARSKJOLD DR, BURNABY, BC",BURNABY,BC,V5B4A1,604 664-8550,604 664-8559,49.27861,-122.97123,SECONDARY,12-Oct,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4199197,Burnaby South Alternate Secondary Prg,Alternate,"5455 RUMBLE ST, BURNABY, BC",BURNABY,BC,V5J2B7,604 664-8560,604 664-8561,49.21488,-122.98502,SECONDARY,12-Oct,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4199198,Byrne Creek Alternate Secondary Program,Alternate,Null,BURNABY,BC,Null,Null,Null,49.20776,-122.95049,SENIOR SECONDARY,12-Nov,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4199199,Cariboo Hill Alternate Secondary Program,Alternate,"8580 16TH AVE, BURNABY, BC",BURNABY,BC,V3N1S6,604 664-8568,604 664-8320,49.23289,-122.91599,SECONDARY,12-Oct,FALSE,TRUE
2013/2014,BC Public School,41,Burnaby,4199200,Moscrop Alternate Secondary Program,Alternate,"4433 MOSCROP ST, BURNABY, BC",BURNABY,BC,V5G2G3,604 664-8575,604 664-8581,49.24302,-123.00446,SENIOR SECONDARY,11,FALSE,TRUE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242000,Continuing Ed SD 42,Continuing Ed,"20575 THORNE AVE, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V2X9A6,604 466-6555,604 463-5437,49.21489,-122.65189,SECONDARY,12-Oct,FALSE,TRUE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242001,Maple Ridge Secondary,Standard,"21911 122 AVE, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V2X3X2,604 463-4175,604 463-5197,49.22422,-122.61403,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242002,Garibaldi Secondary,Standard,"24789 DEWDNEY TRUNK RD, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V4R1X2,604 463-6287,604 463-0896,49.2203,-122.53499,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242003,Pitt Meadows Secondary,Standard,"19438 116B AVE, PITT MEADOWS, BC",PITT MEADOWS,BC,V3Y1G1,604 465-7141,604 465-6274,49.21437,-122.68274,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242004,Westview Secondary,Standard,"20905 WICKLUND AVE, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V2X8E8,604 467-3481,604 466-4356,49.22345,-122.64244,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242005,Albion Elementary,Standard,"10031 240TH ST, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V2W1G2,604 463-4848,604 463-4689,49.18422,-122.55689,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242008,Eric Langton Elementary,Standard,"12138 EDGE ST, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V2X6G8,604 463-3810,604 463-8143,49.22298,-122.59769,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242009,Fairview Elementary,Standard,"12209 206 ST, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V2X1T8,604 465-9331,604 465-7856,49.22433,-122.65046,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242010,Glenwood Elementary,Standard,"21410 GLENWOOD AVE, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V2X3P6,604 463-6512,604 463-9748,49.22199,-122.62824,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242011,Golden Ears Elementary,Standard,"23124 118 AVE, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V2X2N1,604 463-9513,604 463-9578,49.21655,-122.58155,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242014,Maple Ridge Elementary,Standard,"20820 RIVER RD, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V2X1Z7,604 467-5551,604 467-9825,49.21274,-122.64463,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242017,Pitt Meadows Elementary,Standard,"11941 HARRIS RD, PITT MEADOWS, BC",PITT MEADOWS,BC,V3Y2B5,604 465-5828,604 465-8632,49.21941,-122.68967,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242020,Websters Corner Elementary,Standard,"25554 DEWDNEY TRUNK RD, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V4R1X9,604 462-7595,604 462-8746,49.22042,-122.51372,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242026,District 42 Alternative Secondary,Alternate,"12854 232 ST, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V2X6T9,604 466-4359,604 466-5735,49.236,-122.57936,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242031,Davie Jones Elementary,Standard,"12030 BLAKELY RD, PITT MEADOWS, BC",PITT MEADOWS,BC,V3Y1J6,604 465-9908,604 465-3591,49.22118,-122.68373,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242032,Laity View Elementary,Standard,"21023 123 AVE, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V2X4B5,604 463-7108,604 463-7467,49.22633,-122.6388,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242033,Highland Park Elementary,Standard,"18961 ADVENT RD, PITT MEADOWS, BC",PITT MEADOWS,BC,V3Y2G4,604 465-6737,604 465-7864,49.22614,-122.69623,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242035,Alouette Elementary,Standard,"22155 ISAAC CRES, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V2X0V9,604 463-8730,604 463-3281,49.22975,-122.60761,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242036,Harry Hooge Elementary,Standard,"12280 230 ST, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V2X0P6,604 463-0866,604 463-0821,49.2253,-122.58476,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242037,Kanaka Creek Elementary,Standard,"11120 234A ST, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V2W1C8,604 467-9050,604 467-8073,49.20403,-122.57294,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,42,Maple Ridge-Pitt Meadows,4242038,Thomas Haney Centre,Standard,"23000 116 AVE, MAPLE RIDGE, BC",MAPLE RIDGE,BC,V2X0T8,604 463-2001,604 467-9081,49.21291,-122.5853,SECONDARY,12-Aug,FALSE,TRUE
