Geo_Code,CSD_Name,CD_Name,CSD_type,Lat,Lon,Median value of dwellings ($),Median monthly shelter costs for owned dwellings ($),Median monthly shelter costs for rented dwellings ($),% of owner households spending 30% or more of household total income on shelter costs,% of tenant households spending 30% or more of household total income on shelter costs, % of tenant households in subsidized housing,"Car, truck or van - total",Public transit,Walked,Bicycle,Other methods,Median commuting duration,0 to 1 bedroom,2 bedrooms,3 bedrooms,4 or more bedrooms,Owner,Renter,Band housing,Median after-tax household income,"Household total income Under $5,000","Household total income $5,000 to $9,999","Household total income $10,000 to $14,999","Household total income $15,000 to $19,999","Household total income $20,000 to $29,999","Household total income $30,000 to $39,999","Household total income $40,000 to $49,999","Household total income $50,000 to $59,999","Household total income $60,000 to $79,999","Household total income $80,000 to $99,999","Household total income $100,000 to $124,999","Household total income $125,000 to $149,999","Household total income $150,000 and over",Private households Median household total income,Couple-only economic families,Couple-only Median family income ($),Couple-only Average family size,Couple-with-children economic families,Couple-with-children Median family income ($),Couple-with-children Average family size,Lone-parent economic families,Lone-parent Median family income ($),Lone-parent Average family size,Individuals not in economic families,Not in economic family Median total income ($)
5933814,Canoe Creek 1,Thompson-Nicola,Indian reserve,51.46984042,-122.1520107,0,0,0,Null,Null,0,10,0,0,0,0,15.5,0,10,10,10,20,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4.7,Null,Null,Null,Null,Null
5933817,Skeetchestn,Thompson-Nicola,Indian reserve,50.81923923,-120.9583955,0,0,0,0,0,0,85,0,10,0,0,10.5,0,30,45,25,85,10,10,36785,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,38008,15,45982,3,30,56879,4.2,15,43568,3,45,18028
5933825,Inklyuhkinatko 2,Thompson-Nicola,Indian reserve,50.18860446,-121.5765587,0,0,0,Null,Null,0,15,0,0,0,0,10.2,0,0,0,0,15,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933829,Klahkamich 17,Thompson-Nicola,Indian reserve,50.22765835,-121.5767753,0,0,0,Null,Null,0,20,0,0,0,0,15.1,0,0,10,10,15,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933832,Klickkumcheen 18,Thompson-Nicola,Indian reserve,50.23715021,-121.5748726,0,0,0,Null,Null,0,20,0,10,0,0,10.2,0,10,10,10,25,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4,Null,Null,Null,Null,Null
5933833,Inkluckcheen,Thompson-Nicola,Indian reserve,50.2771375,-121.6005693,0,0,0,Null,Null,0,60,0,0,0,0,7.1,15,25,10,20,35,15,20,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,4,Null,Null,2.7,Null,Null
5933836,Lower Hat Creek 2,Thompson-Nicola,Indian reserve,50.88225883,-121.4897823,0,0,0,Null,Null,0,15,0,0,0,0,25.5,0,0,0,10,10,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3,Null,Null
5933838,Neskonlith,Thompson-Nicola,Indian reserve,50.77080209,-119.742756,0,0,0,Null,Null,0,60,0,10,0,0,20,0,15,40,25,50,15,15,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4.2,Null,Null,3.5,Null,Null
5933844,Ashcroft 4,Thompson-Nicola,Indian reserve,50.71956181,-121.3147304,0,0,0,Null,Null,0,10,0,0,0,0,10.9,0,0,10,10,0,0,25,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3,Null,Null
5933849,Siska Flat,Thompson-Nicola,Indian reserve,50.13673057,-121.5699333,0,0,0,Null,Null,0,30,0,10,0,0,10.8,0,10,20,10,20,10,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4,Null,Null,Null,Null,Null
5933851,Nicomen 1,Thompson-Nicola,Indian reserve,50.26357305,-121.4018307,0,0,0,Null,Null,0,0,0,15,0,0,5.7,0,0,0,10,0,0,15,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933853,Nuuautin 2,Thompson-Nicola,Indian reserve,50.25811736,-121.5900488,0,0,0,Null,Null,0,25,0,0,0,0,10.5,0,0,15,20,30,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5,Null,Null,Null,Null,Null
5933859,Shackan 11,Thompson-Nicola,Indian reserve,50.28737285,-121.1919398,0,0,0,Null,Null,0,0,0,0,0,0,30.3,0,10,10,10,25,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933872,Marble Canyon 3,Thompson-Nicola,Indian reserve,50.81921744,-121.6648365,0,0,0,Null,Null,0,15,0,0,0,0,5.7,0,10,0,10,0,0,25,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933873,Stryen 9,Thompson-Nicola,Indian reserve,50.28436298,-121.6338852,0,0,0,Null,Null,0,10,0,0,0,0,30.5,0,0,0,15,10,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933877,Whispering Pines 4,Thompson-Nicola,Indian reserve,50.98549765,-120.2447822,0,0,0,Null,Null,0,30,0,0,0,0,30.1,0,0,10,0,10,10,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933880,Kamloops 1,Thompson-Nicola,Indian reserve,50.72967608,-120.2571924,0,0,0,0,0,0,1080,0,30,15,0,10.8,120,295,430,280,910,185,35,56220,55,40,40,45,85,100,90,85,125,95,170,45,150,63185,450,93978,2,245,96297,3.9,115,38381,2.6,360,26775
5933884,Sahhaltkum 4,Thompson-Nicola,Indian reserve,50.818657,-119.7306491,0,0,0,0,0,0,80,0,10,0,0,10.1,0,15,35,50,85,10,10,34157,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,34457,15,25189,2,40,51677,4.6,30,32916,3,30,10933
5933887,North Thompson 1,Thompson-Nicola,Indian reserve,51.29147328,-120.1552362,0,0,0,Null,Null,0,80,0,10,0,0,10.9,10,25,35,35,75,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2.7,Null,Null,4.8,Null,Null,3.2,Null,Null
5933896,Nekliptum  1,Thompson-Nicola,Indian reserve,50.10880559,-121.5530512,0,0,0,Null,Null,0,15,0,0,0,0,10.9,0,0,0,10,0,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5,Null,Null,Null,Null,Null
5935010,Kelowna,Central Okanagan,City,49.88489266,-119.4403958,415710,1064,1001,24.7,51.1,10.1,45540,2170,3020,1900,1035,15.3,5900,16520,12950,14300,35580,14090,0,52258,1010,760,1470,3100,4990,5505,4685,4135,6855,5410,4795,2760,4195,57948,14820,67777,2,12325,96932,3.9,4350,41658,2.4,22620,26668
5935012,Central Okanagan,Central Okanagan,Regional district electoral area,49.91696066,-119.1946762,474730,964,829,23.1,77.6,0,1585,0,120,0,30,20.4,70,345,595,530,1295,250,0,60417,115,0,30,50,90,120,130,105,290,115,180,135,165,69064,575,72191,2,520,104852,3.9,60,62095,2.8,405,25506
5935016,Lake Country,Central Okanagan,District municipality,50.07711701,-119.3997411,449131,1238,1038,25.1,48.5,11.1,5160,80,185,20,120,20.5,325,985,1445,1745,3680,815,0,58817,175,50,155,155,440,380,385,250,720,675,550,275,280,66676,1505,72387,2,1475,92152,3.9,345,34017,2.6,1375,21944
5935018,Peachland,Central Okanagan,District municipality,49.77506112,-119.7387899,449797,858,767,27.1,41.3,31.7,1845,30,35,10,55,20.7,145,575,950,650,1995,320,0,55379,50,80,40,95,225,255,225,165,385,270,250,110,150,60590,1070,65736,2,485,93361,3.9,130,35327,2.6,730,23942
5935020,Central Okanagan J,Central Okanagan,Regional district electoral area,49.9920594,-119.7141804,424688,971,1085,27.2,66.7,0,960,0,0,0,10,30.1,90,220,310,215,790,45,0,58265,0,30,0,15,75,75,105,90,110,85,115,25,95,64103,455,68933,2,170,92029,3.8,10,29737,2,270,30522
5935029,West Kelowna,Central Okanagan,District municipality,49.86109045,-119.6092088,448732,1072,1080,23.8,43.9,6.6,12405,395,375,130,215,16,455,2465,3780,5110,9990,1815,0,60904,275,165,330,345,755,920,1195,1035,2090,1405,1115,845,1330,68261,4265,69110,2,3815,96843,4,995,44734,2.7,3250,31818
5935802,Tsinstikeptum  9,Central Okanagan,Indian reserve,49.83907941,-119.6054795,0,0,0,0,0,0,1835,50,90,30,35,20.2,90,1460,1020,225,2405,375,15,42231,60,55,95,265,310,450,360,240,495,260,95,60,55,44127,1100,56122,2,445,65819,3.7,270,30601,2.7,1140,28708
5935803,Tsinstikeptum 10,Central Okanagan,Indian reserve,49.88304831,-119.5368279,0,0,0,0,0,0,400,0,0,0,0,15.5,20,105,250,110,430,60,0,46211,20,0,30,0,40,85,50,50,80,55,25,0,15,52597,180,49630,2,145,74923,3.8,50,30319,2.7,145,25672
5937010,Coldstream,North Okanagan,District municipality,50.22758962,-119.1745864,473121,936,1005,16.3,43.8,0,4055,60,105,90,70,15.4,130,555,1180,1935,3350,445,0,69514,35,45,15,85,210,355,285,365,600,590,410,360,435,78417,1415,74245,2,1365,99577,4,270,55607,3,875,32406
5937014,Vernon,North Okanagan,City,50.23385361,-119.3466289,348871,831,828,21.7,53.3,14.2,13390,340,1260,290,355,10.9,1705,5100,5320,4295,11690,4730,0,46836,385,290,640,1235,2150,1750,1615,1365,2285,1770,1200,805,925,50644,4965,64069,2,3550,88058,3.9,1755,42577,2.6,7240,24936
5937017,North Okanagan B,North Okanagan,Regional district electoral area,50.31206654,-119.4973112,448828,811,708,15.2,58.3,35.4,1275,35,50,0,25,15.1,55,290,365,515,980,240,0,63529,20,25,0,45,100,90,170,80,155,175,220,70,55,71488,465,85490,2,345,89433,3.9,130,23393,2.7,350,30862
5937021,North Okanagan C,North Okanagan,Regional district electoral area,50.34242384,-119.1015074,500372,1064,1018,21.2,54.5,0,1470,50,55,10,65,15.3,105,170,485,660,1200,220,0,64134,45,0,0,35,120,100,100,90,250,125,185,105,210,73083,535,63477,2,520,116283,4.1,75,30136,2.5,350,37879
5937022,North Okanagan D,North Okanagan,Regional district electoral area,50.15819439,-118.873278,375859,594,703,20.7,40.9,0,1020,0,0,0,80,25.3,110,215,460,305,985,115,0,44308,45,20,35,85,75,175,130,40,195,110,60,40,80,46908,475,42461,2,310,83700,3.7,85,44196,2.4,220,19271
5937024,Spallumcheen,North Okanagan,District municipality,50.44591013,-119.2120226,449174,532,919,23.4,15.8,0,1880,0,100,0,80,15.4,60,370,705,815,1665,285,0,55375,50,35,75,70,190,270,150,125,365,280,95,120,125,60691,805,66893,2,540,78084,4.3,195,28524,2.6,470,24205
5937028,Armstrong,North Okanagan,City,50.44489237,-119.197835,348227,803,870,25.9,50.6,22.1,1745,20,105,95,0,15.6,160,575,695,555,1605,380,0,46581,85,15,70,155,245,190,245,175,310,195,145,110,65,50005,655,57752,2,500,88183,4,195,38361,3.1,720,21543
5937033,Enderby,North Okanagan,City,50.55500966,-119.1438812,299588,679,709,17.2,45,12.3,970,0,40,30,0,17.9,140,580,355,345,1015,400,0,39367,15,10,20,220,145,270,155,120,185,205,60,10,0,40954,565,58960,2,240,66426,3.9,125,30443,2.9,500,20086
5937041,North Okanagan F,North Okanagan,Regional district electoral area,50.67132581,-118.7612675,389182,559,881,20.5,50,0,1430,0,85,0,20,20.5,60,435,605,450,1270,290,0,47243,20,15,50,90,220,200,180,140,250,160,70,45,125,51141,585,45679,2,430,82160,4.1,90,42190,2.7,455,35098
5937801,Okanagan (Part) 1,North Okanagan,Indian reserve,50.31591605,-119.3605658,0,0,0,0,0,0,520,0,0,0,10,25.2,60,630,380,160,1085,105,45,42940,30,25,50,80,125,220,155,190,180,100,30,30,20,45656,645,50021,2,140,60201,3.9,75,20195,3.1,435,28102
5937802,Enderby 2,North Okanagan,Indian reserve,50.52920377,-119.1453438,0,0,0,0,0,0,95,0,0,0,0,15.5,20,50,50,25,95,25,35,29921,Null,Null,Null,Null,Null,Null,Null,15,Null,Null,Null,Null,Null,30077,20,46809,2.2,45,54362,4.4,30,30246,3.3,50,15537
5937803,Priest's Valley 6,North Okanagan,Indian reserve,50.24703833,-119.3390555,0,0,0,0,0,0,135,0,0,0,0,15.7,0,200,110,0,315,0,0,39801,0,0,0,35,0,65,65,40,55,0,0,0,0,40818,160,46047,2,30,62630,3.3,30,38135,2,120,20276
5939019,Revelstoke,Columbia-Shuswap,City,50.99708722,-118.191561,379087,898,751,19,40,10.4,2355,40,430,375,45,10.2,385,695,995,1000,2305,770,0,52607,90,0,95,175,280,330,335,270,410,385,365,190,145,57724,980,67904,2,785,101069,3.8,255,36161,2.6,1385,30838
5939023,Columbia-Shuswap B,Columbia-Shuswap,Regional district electoral area,51.30446957,-118.151704,500480,472,743,24.4,0,0,220,0,35,0,0,12.8,0,95,75,70,215,25,0,49760,Null,Null,Null,Null,Null,Null,Null,25,Null,Null,Null,Null,Null,53283,90,49694,2,75,84093,3.7,0,0,Null,75,41330
5939032,Salmon Arm,Columbia-Shuswap,City,50.69968253,-119.284634,349207,653,765,18,50.4,21.6,6155,75,565,80,85,10.3,675,2135,2180,2355,5565,1780,0,46146,175,85,280,560,970,770,855,655,945,725,585,355,385,49334,2465,55767,2,1820,93092,4,660,35200,2.6,2675,22819
5939037,Columbia-Shuswap C,Columbia-Shuswap,Regional district electoral area,50.85787684,-119.2701525,380072,518,933,17.8,47.8,27.5,2100,0,60,0,25,20.6,115,955,1455,880,3060,345,0,47899,120,0,80,180,345,460,485,375,560,315,225,85,155,50550,1760,54387,2,685,72269,3.9,145,35491,2.4,845,24413
5939039,Columbia-Shuswap D,Columbia-Shuswap,Regional district electoral area,50.55949283,-119.4324805,348276,908,715,28.8,46,0,1455,0,20,0,85,20.4,115,415,580,510,1360,265,0,41025,25,80,65,110,215,130,250,125,285,150,85,55,50,44150,600,43748,2,470,67253,4,95,28093,2.6,515,17557
5939043,Columbia-Shuswap E,Columbia-Shuswap,Regional district electoral area,50.98387664,-118.7232859,399948,650,555,30.4,46.2,0,435,0,25,0,15,15.9,70,195,185,150,480,125,0,35454,0,0,60,30,115,90,50,40,90,35,25,10,0,36477,200,39800,2,160,54145,3.5,0,0,Null,280,19211
5939803,North Bay 5,Columbia-Shuswap,Indian reserve,50.78434686,-119.3228147,0,0,0,Null,Null,0,20,0,0,0,0,20.5,0,10,10,10,25,10,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5939804,Okanagan (Part) 1,Columbia-Shuswap,Indian reserve,50.44570048,-119.3426768,0,0,0,Null,Null,0,25,0,0,0,0,20.5,0,15,10,10,30,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5939805,Quaaout 1,Columbia-Shuswap,Indian reserve,50.88329696,-119.6046232,0,0,0,Null,Null,0,70,0,10,0,0,7.7,20,15,40,20,60,15,25,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.8,Null,Null,4.5,Null,Null,2.7,Null,Null
5939806,Salmon River 1,Columbia-Shuswap,Indian reserve,50.49324039,-119.3160343,0,0,0,Null,Null,0,10,0,0,0,0,15.9,0,0,0,0,10,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5939808,Switsemalph 3,Columbia-Shuswap,Indian reserve,50.70950153,-119.3267312,0,0,0,Null,Null,0,25,0,0,0,0,10.6,0,0,10,10,15,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6.5,Null,Null,Null,Null,Null
5939811,Switsemalph,Columbia-Shuswap,Indian reserve,50.72141556,-119.3150534,0,0,0,Null,Null,0,35,0,0,0,0,20.4,0,10,15,15,35,10,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3,Null,Null
5941009,Williams Lake,Cariboo,City,52.13597844,-122.1263042,224291,630,693,12.6,37.9,14.6,4205,155,340,65,80,10.3,470,1275,1380,1405,2855,1675,0,49263,125,75,255,245,510,500,350,425,600,510,465,240,230,55251,1220,64629,2,1115,93253,4,550,34286,2.8,1900,23651
5941010,Cariboo D,Cariboo,Regional district electoral area,52.3707935,-122.1978634,200472,821,851,14.5,28,0,1310,90,25,0,35,15.3,40,275,530,395,1105,130,0,63151,15,0,25,45,70,100,65,130,215,215,180,75,90,73380,430,73486,2,380,89944,3.9,85,49084,3.4,355,37314
5941012,Cariboo E,Cariboo,Regional district electoral area,51.82291652,-122.1288489,229619,627,775,12.8,31.8,0,1910,55,40,0,20,15.3,40,390,500,745,1570,115,0,59686,45,45,30,95,130,115,125,140,270,270,195,105,110,70539,650,71818,2,530,94866,3.9,100,38738,2.9,455,27432
5941013,Quesnel,Cariboo,City,52.98769125,-122.475672,174477,556,637,14,48.2,10.7,3535,70,370,45,25,10.5,515,1085,1440,1280,2790,1535,0,45557,160,120,220,360,480,495,265,445,590,435,295,270,195,50864,1160,68606,2,1000,86641,4,560,27700,2.7,1810,24629
5941014,Cariboo F,Cariboo,Regional district electoral area,52.47778501,-121.2030822,286338,536,672,13.5,19.4,0,1635,100,120,0,55,25,95,385,755,670,1745,160,0,53969,25,0,0,65,195,200,265,100,310,205,200,115,135,60458,765,56643,2,550,94195,3.9,105,63370,2.7,500,29472
5941015,Cariboo G,Cariboo,Regional district electoral area,51.7636432,-121.5530059,250285,641,717,12.8,24.4,0,1885,0,65,0,15,15.6,110,520,780,705,1900,225,0,56601,50,0,45,100,195,195,315,95,395,220,310,80,120,62841,935,65747,2,530,92347,3.8,75,44296,2.7,605,28259
5941016,Cariboo H,Cariboo,Regional district electoral area,51.89366259,-120.7264309,200699,409,690,20.3,70.6,0,265,0,15,0,0,20.9,100,160,355,115,640,90,0,33632,25,0,145,40,70,90,35,85,100,40,75,0,0,34011,250,37847,2,150,71517,4.1,45,5536,2.2,280,17699
5941017,Cariboo L,Cariboo,Regional district electoral area,51.55856799,-120.911581,274894,368,665,14.5,36.7,0,1375,0,50,0,0,15.9,90,420,835,535,1740,145,0,38593,40,0,55,165,385,300,135,195,210,165,100,65,60,38902,965,38350,2,420,72689,3.8,45,50067,2.6,530,21665
5941019,Cariboo A,Cariboo,Regional district electoral area,52.74666761,-122.3432497,200681,541,660,9.8,27,15.9,2475,0,110,0,15,15.1,70,640,965,860,2220,315,0,56925,0,35,100,135,195,275,220,230,310,370,320,150,165,62919,900,66747,2,780,97623,3.9,230,39581,2.4,690,23738
5941021,Cariboo B,Cariboo,Regional district electoral area,53.16524532,-122.6485596,200120,681,651,12.4,42.4,0,1800,0,30,0,25,15.8,70,390,680,565,1545,160,0,52552,70,40,20,110,135,195,135,160,230,165,245,140,70,59939,605,60630,2,455,100428,4.1,100,47816,2.5,545,33347
5941025,Wells,Cariboo,District municipality,53.10906327,-121.6283157,169127,380,669,18.2,0,0,80,0,10,0,0,5.4,15,55,35,10,55,65,0,44392,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,44904,40,43744,2,45,74396,3.1,0,0,Null,25,16813
5941026,Cariboo C,Cariboo,Regional district electoral area,53.12088782,-121.5604638,149813,526,603,4.2,37.5,0,505,0,0,0,0,15.7,25,140,140,155,370,80,0,51411,0,0,10,0,15,30,35,80,65,95,20,25,0,57182,185,70154,2,170,56462,3.9,0,0,Null,135,38827
5941027,Cariboo I,Cariboo,Regional district electoral area,53.00273914,-123.6447806,224679,452,623,18.8,0,0,640,0,0,0,0,20,70,165,175,225,555,90,0,53762,25,0,45,25,50,70,65,30,85,95,70,25,35,58378,285,62107,2,150,88681,3.5,50,48283,2.2,180,18031
5941039,Cariboo J,Cariboo,Regional district electoral area,52.11834267,-124.7215436,200136,218,408,21.6,30.8,0,115,0,40,0,0,15.4,85,100,95,15,230,65,0,29528,45,0,0,25,65,50,35,0,20,10,0,0,0,29528,100,32840,2,35,30965,4.9,20,9028,2.2,145,18231
5941801,Alkali Lake 1,Cariboo,Indian reserve,51.78907087,-122.2246537,0,0,0,0,0,0,60,0,25,0,0,10,0,35,50,25,10,10,95,30320,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,30320,15,47620,2,40,42234,4.4,40,22654,3.1,30,15558
5941802,Canim Lake 1,Cariboo,Indian reserve,51.7783518,-120.9816469,0,0,0,Null,Null,0,80,0,0,0,0,5.8,0,10,15,40,10,10,45,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5,Null,Null,2.7,Null,Null
5941805,Deep Creek 2,Cariboo,Indian reserve,52.26078325,-122.0925119,0,0,0,Null,Null,0,30,0,0,0,0,15,0,15,20,0,25,10,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,4,Null,Null,Null,Null,Null
5941806,Dog Creek 1,Cariboo,Indian reserve,51.58721371,-122.2046743,0,0,0,Null,Null,0,25,0,10,0,0,10.7,0,10,15,0,10,0,20,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941808,Lohbiee 3,Cariboo,Indian reserve,51.46978727,-123.9357533,0,0,0,Null,Null,0,15,0,0,0,0,5.6,10,10,25,0,20,0,20,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2.5,Null,Null,5.3,Null,Null,Null,Null,Null
5941809,Quesnel 1,Cariboo,Indian reserve,52.94962225,-122.474075,0,0,0,Null,Null,0,25,0,0,0,0,15.4,0,0,15,0,30,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941812,Williams Lake 1,Cariboo,Indian reserve,52.10767864,-121.9873946,0,0,0,Null,Null,0,45,0,10,0,0,10.4,10,25,35,10,40,0,35,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.7,Null,Null,4.5,Null,Null,3.7,Null,Null
5941821,Anahim's Flat 1,Cariboo,Indian reserve,52.02663458,-123.1716445,0,0,0,0,0,0,80,0,15,0,0,10.8,0,20,65,35,35,10,80,31666,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,31666,10,0,Null,45,42087,5,35,26216,4.1,30,4808
5941828,Chilco Lake 1,Cariboo,Indian reserve,51.4130572,-124.1137113,0,0,0,Null,Null,0,15,0,0,0,0,30.1,0,0,10,0,10,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941837,Nazco 20,Cariboo,Indian reserve,52.95430749,-123.5836277,0,0,0,Null,Null,0,30,0,0,0,0,45.5,0,10,10,10,10,0,30,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4,Null,Null,Null,Null,Null
5941839,Redstone Flat 1,Cariboo,Indian reserve,52.13864474,-123.9575535,0,0,0,Null,Null,0,10,0,0,0,0,6.7,10,15,30,0,25,0,25,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4.8,Null,Null,3,Null,Null
5941840,Squinas 2,Cariboo,Indian reserve,52.47636743,-125.2999947,0,0,0,Null,Null,0,15,0,10,0,0,6,0,15,15,10,15,0,30,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,5.7,Null,Null,3.7,Null,Null
5941841,Stone 1,Cariboo,Indian reserve,51.93094701,-123.1475059,0,0,0,Null,Null,0,25,0,10,0,0,20.4,0,10,15,20,15,0,30,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,6.8,Null,Null,Null,Null,Null
5941850,Toosey 1,Cariboo,Indian reserve,51.92090831,-122.4844495,0,0,0,Null,Null,0,20,0,0,0,0,5.4,0,10,25,0,20,0,20,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,3.3,Null,Null,Null,Null,Null
5941880,Ulkatcho 14A,Cariboo,Indian reserve,52.44880077,-125.2735562,0,0,0,Null,Null,0,35,0,10,0,0,10.3,0,10,40,10,15,0,40,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.7,Null,Null,4,Null,Null,3,Null,Null
5941882,Alexandria,Cariboo,Indian reserve,52.5698829,-122.4841441,0,0,0,Null,Null,0,20,0,0,0,0,45.4,0,0,10,0,10,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5943008,Alert Bay,Mount Waddington,Village,50.58315578,-126.9182644,234726,571,539,0,0,0,115,0,110,0,0,5.9,65,0,75,55,145,70,0,45380,Null,Null,Null,Null,Null,Null,Null,25,Null,Null,Null,Null,Null,48994,75,49071,2,30,73134,5.3,0,0,Null,95,33088
5943012,Port McNeill,Mount Waddington,Town,50.58813009,-127.121551,249876,1067,667,15.9,28.3,3.8,1100,0,200,70,25,6,50,245,355,375,765,265,0,60352,65,0,15,15,80,95,85,75,150,95,145,95,110,68059,360,79696,2,340,103600,4,40,59890,2.6,340,23409
5943023,Port Hardy,Mount Waddington,District municipality,50.69467863,-127.4411273,179957,859,626,14.7,29.3,12.1,1710,0,285,0,50,10.4,200,430,670,450,1260,495,0,53545,30,20,45,135,195,160,150,140,260,180,275,130,25,60247,470,87254,2,435,94542,3.9,195,38236,2.4,740,28491
5943027,Mount Waddington B,Mount Waddington,Regional district electoral area,50.57466754,-127.8986691,149828,473,395,Null,Null,60,20,0,15,0,0,10.1,15,0,20,0,15,20,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,Null,Null,Null,Null,Null,Null
