"trans_period	DevelopmentRegion	RegionalDistrict	Municipal_PTT_grp	CSDUID	Municipality	no_mkt_trans	no_resid_trans	no_resid_acreage_trans	resid_comm_count	no_resid_farm	no_resid_fam	no_res_1fam	no_resid_strata	no_resid_non_strata	no_resid_other	no_comm_tot	no_comm_comm	no_comm_strata_nores	no_comm_other	no_recr_tot	no_farm_tot	no_unkn_tot	sum_FMV	mn_FMV	md_FMV	sum_PPT_paid	md_PPT	no_foreign	sum_FMV_foreign	mn_FMV_foreign	md_FMV_foreign	add_tax_paid"			
"2016-08-01	Mainland/Southwest	FRASER VALLEY	Abbotsford	599052	Abbotsford	509	494	13	3	9		265	182	1	21	9	7	1	1		3	3	289330578	568429.4	525000	4734476	8000					"			
"2016-08-01	Mainland/Southwest	FRASER VALLEY	Chilliwack	599020	Chilliwack	505	493	11	10	10		282	160		20	7	4	1	2	1	4		246037514	487203	390000	3953418.9	5398					"			
"2016-08-01	Mainland/Southwest	FRASER VALLEY	Rest of Fraser Valley			315	306	27	1	6	3	224	26	2	17	2			2	7			141483776	449154.8	432000	2147382.9	6498					"			
"2016-08-01	Mainland/Southwest	FRASER VALLEY	Rest of Fraser Valley	599027	Harrison Hot Springs	315	306	27	1	6	3	224	26	2	17	2			2	7			141483776	449154.8	432000	2147382.9	6498					"			
"2016-08-01	Mainland/Southwest	FRASER VALLEY	Rest of Fraser Valley	599009	Hope	315	306	27	1	6	3	224	26	2	17	2			2	7			141483776	449154.8	432000	2147382.9	6498					"			
"2016-08-01	Mainland/Southwest	FRASER VALLEY	Rest of Fraser Valley	599032	Kent	315	306	27	1	6	3	224	26	2	17	2			2	7			141483776	449154.8	432000	2147382.9	6498					"			
"2016-08-01	Mainland/Southwest	FRASER VALLEY	Rest of Fraser Valley	599056	Mission	315	306	27	1	6	3	224	26	2	17	2			2	7			141483776	449154.8	432000	2147382.9	6498					"			
"2016-08-01	Mainland/Southwest	FRASER VALLEY	Rest of Fraser Valley	599999	Unincorporated Areas	315	306	27	1	6	3	224	26	2	17	2			2	7			141483776	449154.8	432000	2147382.9	6498					"			
"2016-08-01	Mainland/Southwest	METRO VANCOUVER	Burnaby	5915025	Burnaby	504	492		3		1	154	322	1	11	12	5	3	4				443603753	880166.2	582555	8287286.3	9950	6	5278000	879666.7	482000	168546"			
"2016-08-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver			2915	2873	58	9	20	9	1309	1095	17	356	34	8	15	11	1	3	4	2668529802	915447.6	678000	50039152.4	11200	19	19287060	1015108.4	960000	365995.9"			
"2016-08-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915038	Anmore	2915	2873	58	9	20	9	1309	1095	17	356	34	8	15	11	1	3	4	2668529802	915447.6	678000	50039152.4	11200	19	19287060	1015108.4	960000	365995.9"			
"2016-08-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915036	Belcarra	2915	2873	58	9	20	9	1309	1095	17	356	34	8	15	11	1	3	4	2668529802	915447.6	678000	50039152.4	11200	19	19287060	1015108.4	960000	365995.9"			
"2016-08-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915062	Bowen Island	2915	2873	58	9	20	9	1309	1095	17	356	34	8	15	11	1	3	4	2668529802	915447.6	678000	50039152.4	11200	19	19287060	1015108.4	960000	365995.9"			
