trans_period	DevelopmentRegion	RegionalDistrict	Municipal_PTT_grp	CSDUID	Municipality	no_mkt_trans	no_resid_trans	no_resid_acreage_trans	resid_comm_count	no_resid_farm	no_resid_fam	no_res_1fam	no_resid_strata	no_resid_non_strata	no_resid_other	no_comm_tot	no_comm_comm	no_comm_strata_nores	no_comm_other	no_recr_tot	no_farm_tot	no_unkn_tot	sum_FMV	mn_FMV	md_FMV	sum_PPT_paid	md_PPT	no_foreign	sum_FMV_foreign	mn_FMV_foreign	md_FMV_foreign	add_tax_paid
2016-11-01	Vancouver Island/Coast	CAPITAL	"Victoria, Esquimalt, Oak Bay, Saanich & View Royal"	5917030	Oak Bay	641	625	13	5		17	306	230	11	43	14	6	8				2	401036300	625641.7	508500	6844314	7900					
2016-11-01	Vancouver Island/Coast	CAPITAL	"Victoria, Esquimalt, Oak Bay, Saanich & View Royal"	5917021	Saanich	641	625	13	5		17	306	230	11	43	14	6	8				2	401036300	625641.7	508500	6844314	7900					
2016-11-01	Vancouver Island/Coast	CAPITAL	"Victoria, Esquimalt, Oak Bay, Saanich & View Royal"	5917034	Victoria	641	625	13	5		17	306	230	11	43	14	6	8				2	401036300	625641.7	508500	6844314	7900					
2016-11-01	Vancouver Island/Coast	CAPITAL	"Victoria, Esquimalt, Oak Bay, Saanich & View Royal"	5917047	View Royal	641	625	13	5		17	306	230	11	43	14	6	8				2	401036300	625641.7	508500	6844314	7900					
2016-11-01	Vancouver Island/Coast	NANAIMO	Nanaimo	5921007	Nanaimo	327	318	11	6		1	208	55		37	5	3	1	1	2	1	1	133626498	408643.7	359900.3	1956075	4960					
2016-11-01	Vancouver Island/Coast	NANAIMO	Rest of Nanaimo RD			134	129	14			2	76	23	3	11	3	2	1		2			66395127	495486	399450	1033927	5270					
2016-11-01	Vancouver Island/Coast	NANAIMO	Rest of Nanaimo RD	5921008	Lantzville	134	129	14			2	76	23	3	11	3	2	1		2			66395127	495486	399450	1033927	5270					
2016-11-01	Vancouver Island/Coast	NANAIMO	Rest of Nanaimo RD	5921018	Parksville	134	129	14			2	76	23	3	11	3	2	1		2			66395127	495486	399450	1033927	5270					
2016-11-01	Vancouver Island/Coast	NANAIMO	Rest of Nanaimo RD	5921023	Qualicum Beach	134	129	14			2	76	23	3	11	3	2	1		2			66395127	495486	399450	1033927	5270					
2016-11-01	Vancouver Island/Coast	NANAIMO	Rest of Nanaimo RD	5921999	Unincorporated Areas	134	129	14			2	76	23	3	11	3	2	1		2			66395127	495486	399450	1033927	5270					
