trans_period	DevelopmentRegion	RegionalDistrict	Municipal_PTT_grp	CSDUID	Municipality	no_mkt_trans	no_resid_trans	no_resid_acreage_trans	resid_comm_count	no_resid_farm	no_resid_fam	no_res_1fam	no_resid_strata	no_resid_non_strata	no_resid_other	no_comm_tot	no_comm_comm	no_comm_strata_nores	no_comm_other	no_recr_tot	no_farm_tot	no_unkn_tot	sum_FMV	mn_FMV	md_FMV	sum_PPT_paid	md_PPT	no_foreign	sum_FMV_foreign	mn_FMV_foreign	md_FMV_foreign	add_tax_paid
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915038	Anmore	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915036	Belcarra	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915062	Bowen Island	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915034	Coquitlam	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915011	Delta	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915002	"Langley, City of"	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915001	"Langley, District Municipality"	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915065	Lions Bay	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915075	Maple Ridge	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915029	New Westminster	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915051	"North Vancouver, City of"	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915046	"North Vancouver, District Municipality"	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915070	Pitt Meadows	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915039	Port Coquitlam	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915043	Port Moody	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915055	West Vancouver	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915007	White Rock	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Rest of Metro Vancouver	5915999	Unincorporated Areas	1442	1401	28	5	7	6	513	721	10	111	37	12	18	7	1		3	1152739423	799403.2	532800	21848770.6	7864	26	51601062	1984656.2	564275	1962531
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Richmond	5915015	Richmond	399	375	1	1	1	11	68	171	37	85	21	3	17	1	1	1	1	388791749	974415.4	530000	9878293.9	8100	32	45764973	1430155.4	585000	1915483
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Surrey	5915004	Surrey	1323	1290	8	3	5	7	253	360	19	635	30	4	19	7		3		685444740	518098.8	334900	13930100.8	3948	55	22718767	413068.5	260000	3143497
2016-12-01	Mainland/Southwest	METRO VANCOUVER	Vancouver	5915022	Vancouver	850	806		5		13	175	484	4	125	39	32	6	1			5	1629315065	1916841.3	733950	45434409.1	12698	37	54168376	1464010.2	828000	6868585
2016-12-01	Mainland/Southwest	SQUAMISH-LILLOOET	Rest of Squamish-Lillooet			73	71	6			1	25	34	1	4	1			1		1		35556950	487081.5	419000	517081.8	5100					
2016-12-01	Mainland/Southwest	SQUAMISH-LILLOOET	Rest of Squamish-Lillooet	5931026	Lillooet	73	71	6			1	25	34	1	4	1			1		1		35556950	487081.5	419000	517081.8	5100					
2016-12-01	Mainland/Southwest	SQUAMISH-LILLOOET	Rest of Squamish-Lillooet	5931012	Pemberton	73	71	6			1	25	34	1	4	1			1		1		35556950	487081.5	419000	517081.8	5100					
2016-12-01	Mainland/Southwest	SQUAMISH-LILLOOET	Rest of Squamish-Lillooet	5931006	Squamish	73	71	6			1	25	34	1	4	1			1		1		35556950	487081.5	419000	517081.8	5100					
2016-12-01	Mainland/Southwest	SQUAMISH-LILLOOET	Rest of Squamish-Lillooet	5931999	Unincorporated Areas	73	71	6			1	25	34	1	4	1			1		1		35556950	487081.5	419000	517081.8	5100					
2016-12-01	Mainland/Southwest	SQUAMISH-LILLOOET	Whistler	5931020	Whistler	106	92		1		4	10	49	28		2		2		12			62114347	585984.4	340500	1119298.1	4810					
2016-12-01	Thompson/Okanagan	CENTRAL OKANAGAN	Kelowna	5935010	Kelowna	411	399	7	2	1	3	181	177	1	27	7	6		1		5		233701305	568616.3	379900	3984390.4	5118					
2016-12-01	Thompson/Okanagan	CENTRAL OKANAGAN	Rest of Central Okanagan			118	118	4	1	3		86	22	1	1								60672511	514173.8	444950	892112.9	5900					
2016-12-01	Thompson/Okanagan	CENTRAL OKANAGAN	Rest of Central Okanagan	5935016	Lake Country	118	118	4	1	3		86	22	1	1								60672511	514173.8	444950	892112.9	5900					
2016-12-01	Thompson/Okanagan	CENTRAL OKANAGAN	Rest of Central Okanagan	5935018	Peachland	118	118	4	1	3		86	22	1	1								60672511	514173.8	444950	892112.9	5900					
2016-12-01	Thompson/Okanagan	CENTRAL OKANAGAN	Rest of Central Okanagan	5935029	West Kelowna	118	118	4	1	3		86	22	1	1								60672511	514173.8	444950	892112.9	5900					
2016-12-01	Thompson/Okanagan	CENTRAL OKANAGAN	Rest of Central Okanagan	5935999	Unincorporated Areas	118	118	4	1	3		86	22	1	1								60672511	514173.8	444950	892112.9	5900					
2016-12-01	Vancouver Island/Coast	CAPITAL	Peninsula & Westshore			165	144	12	3			94	26	1	8	19		17	2		1	1	93285202	565364.9	492000	1432180.7	7300					
2016-12-01	Vancouver Island/Coast	CAPITAL	Peninsula & Westshore	5917015	Central Saanich	165	144	12	3			94	26	1	8	19		17	2		1	1	93285202	565364.9	492000	1432180.7	7300					
2016-12-01	Vancouver Island/Coast	CAPITAL	Peninsula & Westshore	5917041	Colwood	165	144	12	3			94	26	1	8	19		17	2		1	1	93285202	565364.9	492000	1432180.7	7300					
2016-12-01	Vancouver Island/Coast	CAPITAL	Peninsula & Westshore	5917049	Highlands	165	144	12	3			94	26	1	8	19		17	2		1	1	93285202	565364.9	492000	1432180.7	7300					
2016-12-01	Vancouver Island/Coast	CAPITAL	Peninsula & Westshore	5917044	Langford	165	144	12	3			94	26	1	8	19		17	2		1	1	93285202	565364.9	492000	1432180.7	7300					
2016-12-01	Vancouver Island/Coast	CAPITAL	Peninsula & Westshore	5917042	Metchosin	165	144	12	3			94	26	1	8	19		17	2		1	1	93285202	565364.9	492000	1432180.7	7300					
2016-12-01	Vancouver Island/Coast	CAPITAL	Peninsula & Westshore	5917005	North Saanich	165	144	12	3			94	26	1	8	19		17	2		1	1	93285202	565364.9	492000	1432180.7	7300					
2016-12-01	Vancouver Island/Coast	CAPITAL	Peninsula & Westshore	5917010	Sidney	165	144	12	3			94	26	1	8	19		17	2		1	1	93285202	565364.9	492000	1432180.7	7300					
2016-12-01	Vancouver Island/Coast	CAPITAL	Peninsula & Westshore	5917052	Sooke	165	144	12	3			94	26	1	8	19		17	2		1	1	93285202	565364.9	492000	1432180.7	7300					
2016-12-01	Vancouver Island/Coast	CAPITAL	Peninsula & Westshore	5917999	Unincorporated Areas	165	144	12	3			94	26	1	8	19		17	2		1	1	93285202	565364.9	492000	1432180.7	7300					
2016-12-01	Vancouver Island/Coast	CAPITAL	"Victoria, Esquimalt, Oak Bay, Saanich & View Royal"			625	591	9	3		5	244	238	6	86	32	16	6	10		1	1	398935564	638296.9	434000	7236234.3	6247.96					
2016-12-01	Vancouver Island/Coast	CAPITAL	"Victoria, Esquimalt, Oak Bay, Saanich & View Royal"	5917040	Esquimalt	625	591	9	3		5	244	238	6	86	32	16	6	10		1	1	398935564	638296.9	434000	7236234.3	6247.96					
2016-12-01	Vancouver Island/Coast	CAPITAL	"Victoria, Esquimalt, Oak Bay, Saanich & View Royal"	5917030	Oak Bay	625	591	9	3		5	244	238	6	86	32	16	6	10		1	1	398935564	638296.9	434000	7236234.3	6247.96					
2016-12-01	Vancouver Island/Coast	CAPITAL	"Victoria, Esquimalt, Oak Bay, Saanich & View Royal"	5917021	Saanich	625	591	9	3		5	244	238	6	86	32	16	6	10		1	1	398935564	638296.9	434000	7236234.3	6247.96					
2016-12-01	Vancouver Island/Coast	CAPITAL	"Victoria, Esquimalt, Oak Bay, Saanich & View Royal"	5917034	Victoria	625	591	9	3		5	244	238	6	86	32	16	6	10		1	1	398935564	638296.9	434000	7236234.3	6247.96					
2016-12-01	Vancouver Island/Coast	CAPITAL	"Victoria, Esquimalt, Oak Bay, Saanich & View Royal"	5917047	View Royal	625	591	9	3		5	244	238	6	86	32	16	6	10		1	1	398935564	638296.9	434000	7236234.3	6247.96					
2016-12-01	Vancouver Island/Coast	NANAIMO	Nanaimo	5921007	Nanaimo	215	207	6	2		2	126	56		15	6	4	1	1	2			81504108	379088.9	342500	1145537.9	4450.06					
2016-12-01	Vancouver Island/Coast	NANAIMO	Rest of Nanaimo RD			105	97	9		1	1	57	15	8	6	4	1	3		3		1	39465972	375866.4	374000	531325.8	4770					
2016-12-01	Vancouver Island/Coast	NANAIMO	Rest of Nanaimo RD	5921008	Lantzville	105	97	9		1	1	57	15	8	6	4	1	3		3		1	39465972	375866.4	374000	531325.8	4770					
2016-12-01	Vancouver Island/Coast	NANAIMO	Rest of Nanaimo RD	5921018	Parksville	105	97	9		1	1	57	15	8	6	4	1	3		3		1	39465972	375866.4	374000	531325.8	4770					
2016-12-01	Vancouver Island/Coast	NANAIMO	Rest of Nanaimo RD	5921023	Qualicum Beach	105	97	9		1	1	57	15	8	6	4	1	3		3		1	39465972	375866.4	374000	531325.8	4770					
2016-12-01	Vancouver Island/Coast	NANAIMO	Rest of Nanaimo RD	5921999	Unincorporated Areas	105	97	9		1	1	57	15	8	6	4	1	3		3		1	39465972	375866.4	374000	531325.8	4770					
